from	to	year	trade
Israel	South Korea	1987	0
Israel	United Arab Emirates	1987	0
Israel	Viet Nam	1987	0
Japan	Bangladesh	1987	0
Japan	China	1987	2
Japan	Hong Kong	1987	4
Japan	India	1987	0
Japan	Iran	1987	0
Japan	Israel	1987	0
Japan	Pakistan	1987	0
Japan	Saudi Arabia	1987	0
Japan	South Korea	1987	11
Japan	United Arab Emirates	1987	0
Japan	Viet Nam	1987	0
Pakistan	Bangladesh	1987	0
Pakistan	China	1987	0
Pakistan	Hong Kong	1987	0
Pakistan	India	1987	0
Pakistan	Iran	1987	0
Pakistan	Israel	1987	0
Pakistan	Japan	1987	0
Pakistan	Saudi Arabia	1987	0
Pakistan	South Korea	1987	0
Pakistan	United Arab Emirates	1987	0
Pakistan	Viet Nam	1987	0
Saudi Arabia	Bangladesh	1987	0
Saudi Arabia	China	1987	0
Saudi Arabia	Hong Kong	1987	0
Saudi Arabia	India	1987	0
Saudi Arabia	Iran	1987	0
Saudi Arabia	Israel	1987	0
Saudi Arabia	Japan	1987	0
Saudi Arabia	Pakistan	1987	0
Saudi Arabia	South Korea	1987	0
Saudi Arabia	United Arab Emirates	1987	0
Saudi Arabia	Viet Nam	1987	0
South Korea	Bangladesh	1987	0
South Korea	China	1987	0
South Korea	Hong Kong	1987	0
South Korea	India	1987	0
South Korea	Iran	1987	0
South Korea	Israel	1987	0
South Korea	Japan	1987	0
South Korea	Pakistan	1987	0
South Korea	Saudi Arabia	1987	0
South Korea	United Arab Emirates	1987	0
South Korea	Viet Nam	1987	0
United Arab Emirates	Bangladesh	1987	0
United Arab Emirates	China	1987	0
United Arab Emirates	Hong Kong	1987	0
United Arab Emirates	India	1987	0
United Arab Emirates	Iran	1987	0
United Arab Emirates	Israel	1987	0
United Arab Emirates	Japan	1987	0
United Arab Emirates	Pakistan	1987	0
United Arab Emirates	Saudi Arabia	1987	0
United Arab Emirates	South Korea	1987	0
United Arab Emirates	Viet Nam	1987	0
Viet Nam	Bangladesh	1987	0
Viet Nam	China	1987	0
Viet Nam	Hong Kong	1987	0
Viet Nam	India	1987	0
Viet Nam	Iran	1987	0
Viet Nam	Israel	1987	0
Viet Nam	Japan	1987	0
Viet Nam	Pakistan	1987	0
Viet Nam	Saudi Arabia	1987	0
Viet Nam	South Korea	1987	0
Viet Nam	United Arab Emirates	1987	0
Bangladesh	China	1986	0
Bangladesh	Hong Kong	1986	0
Bangladesh	India	1986	0
Bangladesh	Iran	1986	0
Bangladesh	Israel	1986	0
Bangladesh	Japan	1986	0
Bangladesh	Pakistan	1986	0
Bangladesh	Saudi Arabia	1986	0
Bangladesh	South Korea	1986	0
Bangladesh	United Arab Emirates	1986	0
Bangladesh	Viet Nam	1986	0
China	Bangladesh	1986	0
China	Hong Kong	1986	0
China	India	1986	0
China	Iran	1986	0
China	Israel	1986	0
China	Japan	1986	0
China	Pakistan	1986	0
China	Saudi Arabia	1986	0
China	South Korea	1986	0
China	United Arab Emirates	1986	0
China	Viet Nam	1986	0
Hong Kong	Bangladesh	1986	0
Hong Kong	China	1986	423
Hong Kong	India	1986	0
Hong Kong	Iran	1986	0
Hong Kong	Israel	1986	0
Hong Kong	Japan	1986	0
Hong Kong	Pakistan	1986	0
Hong Kong	Saudi Arabia	1986	0
Hong Kong	South Korea	1986	0
Hong Kong	United Arab Emirates	1986	0
Hong Kong	Viet Nam	1986	0
India	Bangladesh	1986	11
India	China	1986	0
India	Hong Kong	1986	0
India	Iran	1986	0
India	Israel	1986	0
India	Japan	1986	0
India	Pakistan	1986	0
India	Saudi Arabia	1986	64
India	South Korea	1986	0
India	United Arab Emirates	1986	186
India	Viet Nam	1986	0
Iran	Bangladesh	1986	0
Iran	China	1986	0
Iran	Hong Kong	1986	0
Iran	India	1986	0
Iran	Israel	1986	0
Iran	Japan	1986	0
Iran	Pakistan	1986	0
Iran	Saudi Arabia	1986	0
Iran	South Korea	1986	0
Iran	United Arab Emirates	1986	0
Iran	Viet Nam	1986	0
Israel	Bangladesh	1986	0
Israel	China	1986	0
Israel	Hong Kong	1986	0
Israel	India	1986	0
Israel	Iran	1986	0
Israel	Japan	1986	0
Israel	Pakistan	1986	0
Israel	Saudi Arabia	1986	0
Israel	South Korea	1986	0
Israel	United Arab Emirates	1986	0
Israel	Viet Nam	1986	0
Japan	Bangladesh	1986	0
Japan	China	1986	2
Japan	Hong Kong	1986	11
Japan	India	1986	0
Japan	Iran	1986	0
Japan	Israel	1986	0
Japan	Pakistan	1986	0
Japan	Saudi Arabia	1986	0
Japan	South Korea	1986	0
Japan	United Arab Emirates	1986	0
Japan	Viet Nam	1986	0
Pakistan	Bangladesh	1986	0
Pakistan	China	1986	0
Pakistan	Hong Kong	1986	0
Pakistan	India	1986	0
Pakistan	Iran	1986	0
Pakistan	Israel	1986	0
Pakistan	Japan	1986	0
Pakistan	Saudi Arabia	1986	0
Pakistan	South Korea	1986	0
Pakistan	United Arab Emirates	1986	0
Pakistan	Viet Nam	1986	0
Saudi Arabia	Bangladesh	1986	0
Saudi Arabia	China	1986	0
Saudi Arabia	Hong Kong	1986	0
Saudi Arabia	India	1986	0
Saudi Arabia	Iran	1986	0
Saudi Arabia	Israel	1986	0
Saudi Arabia	Japan	1986	0
Saudi Arabia	Pakistan	1986	0
Saudi Arabia	South Korea	1986	0
Saudi Arabia	United Arab Emirates	1986	0
Saudi Arabia	Viet Nam	1986	0
South Korea	Bangladesh	1986	0
South Korea	China	1986	0
South Korea	Hong Kong	1986	0
South Korea	India	1986	0
South Korea	Iran	1986	0
South Korea	Israel	1986	0
South Korea	Japan	1986	0
South Korea	Pakistan	1986	0
South Korea	Saudi Arabia	1986	0
South Korea	United Arab Emirates	1986	0
South Korea	Viet Nam	1986	0
United Arab Emirates	Bangladesh	1986	0
United Arab Emirates	China	1986	0
United Arab Emirates	Hong Kong	1986	0
United Arab Emirates	India	1986	0
United Arab Emirates	Iran	1986	0
United Arab Emirates	Israel	1986	0
United Arab Emirates	Japan	1986	0
United Arab Emirates	Pakistan	1986	0
United Arab Emirates	Saudi Arabia	1986	0
United Arab Emirates	South Korea	1986	0
United Arab Emirates	Viet Nam	1986	0
Viet Nam	Bangladesh	1986	0
Viet Nam	China	1986	0
Viet Nam	Hong Kong	1986	0
Viet Nam	India	1986	0
Viet Nam	Iran	1986	0
Viet Nam	Israel	1986	0
Viet Nam	Japan	1986	0
Viet Nam	Pakistan	1986	0
Viet Nam	Saudi Arabia	1986	0
Viet Nam	South Korea	1986	0
Viet Nam	United Arab Emirates	1986	0
